product_id	product_name	product_class	category_hierarchy	product_features
886	45 '' cafe curtain	Valances & Kitchen Curtains	Décor & Pillows / Window Treatments / Valances & Kitchen Curtains	producttype : cafe curtain|headertype : rod pocket|color : white|roomuse : living room|materialdetails : lace|roomuse : kitchen|lifestage : adult|overallwidth-sidetoside:36|overallproductweight:0.23|overallwidth-sidetoside:24|roomuse : bathroom|holidayoccasion : no holiday|design : tailored|overallwidth-sidetoside:30|roomuse : dining room|countryoforigin : united states|overallheight-toptobottom:45|countryoforigin-additionaldetails : made in usa|roomuse : foyer|countryoforigin-additionaldetails : |material : polyester|color : ecru|pattern : floral|roomuse : bedroom|theme : no theme|overallprod
37048	riser organizer desk mount	Computer Mounts	School Furniture and Supplies / School Boards & Technology / AV, Mounts & Tech Accessories / Electronic Mounts & Stands / Computer Mounts	producttype : desk mount|overallwidth-sidetoside:39.4|overallheight-toptobottom:4.6|weightcapacity:44| : wood|overallproductweight:8.8|warrantylength:3 years|fullorlimitedwarranty : full|overalldepth-fronttoback:10.3|supplierintendedandapproveduse : non residential use|screencompatibility : monitor|color : black|primarymaterial : stainless steel|adjustableheight : no| : no|cpuholderincluded : no|vesacompliant : no|mountingarm : no|universalmount : no|cablemanagementsystem : no|rotating : no|shelfincluded : no|canadaproductrestriction : no|csacertified : no|fullmotion : no|tilt : no|swivel : no
18063	solid wood tv stand for tvs up to 65 ''	TV Stands & Entertainment Centers	Furniture / Living Room Furniture / TV Stands & Media Storage Furniture / TV Stands & Entertainment Centers / Glam TV Stands & Entertainment Centers	interiorcabinetdepth-fronttoback:15.25|style : traditional|producttype : tv stand|shelfwidth-sidetoside:20.36|warrantylength:1 year|levelofassembly : none|tvstandoverallheight-toptobottom:28.5|tvstandwidth-sidetoside:65.5|material : solid wood|shelfdepth-fronttoback:15.25|dssecondaryproductstyle : contemporary glam|countryoforigin : viet nam|productcare : wipe clean with a damp cloth.|maximumtvscreensizeaccommodated:65 '' |overallproductweight:141.50|naturalvariationtype : natural wood grain color variation|interiorshelfmaterial : wood|dsprimaryproductstyle : glam|materialdetails : mango|woods
4075	berghoff international neo 4 qt . steel round casserole with lid	Baking Dishes	Kitchen & Tabletop / Cookware & Bakeware / Baking Sheets & Pans / Baking Dishes / Steel Baking Dishes	capacityinquarts:4|overallproductweight:5.66|productcare : hand wash only|piecesincluded : casserole with lid|overallheight-toptobottom:5.51| : hand wash|primarymaterial : steel|lidmaterial : stainless steel|shape : round| : stainless steel|holidayoccasion : no holiday|warrantylength : lifetime|producttype : casserole|color : silver|numberofpiecesincluded:2|hard-anodized : no|stovetopsafe : no|nonstick : no|usdacompliant : no|scscertified : no|ista1acertified : no|set : no|cullisted : no|commercialwarranty : no|freezersafe : no|firerated : no|insulated : no|ullisted : no|nsfcertified : no|micr
17028	laurence tv stand for tvs up to 50 ''	TV Stands & Entertainment Centers	Furniture / Living Room Furniture / TV Stands & Media Storage Furniture / TV Stands & Entertainment Centers / Cottage & Country TV Stands & Entertainment Centers	producttype : tv stand|shelfwidth-sidetoside:22|overallproductweight:51|naturalvariationtype : natural wood grain color variation|dssecondaryproductstyle : mountain lodge|color : distressed wood|shelfdepth-fronttoback:14.25|tvstandoverallheight-toptobottom:21|tvstanddepth-fronttoback:14.25|maximumtvscreensizeaccommodated:50 '' |weightcapacityshell:50-100 lbs|purposefuldistressingtype : wormholes|distancebetweenshelves:5|purposefuldistressingtype : coat/paint distressing|materialdetails : mdf ; fir|tvstandwidth-sidetoside:47|levelofassembly : none|dsprimaryproductstyle : lodge|material : solid
247	skiff outdoor lounge chair	Patio Lounge Chairs	Outdoor / Outdoor & Patio Furniture / Outdoor Seating & Patio Chairs / Patio Seating / Outdoor Club Chairs / Metal Outdoor Club Chairs	perigoldmanufacturergivenproductname : skiff outdoor lounge chair|warrantydetails : on occasion , minor corrosion spots may appear at spot welds and joints . this does not affect the structural integrity of the product and is not covered by warranty . whilst thoughtful consideration is given to the materiality and finish of our outdoor designs we can not warrant against chipping , scuffing , fading , or corrosion , especially in seaside or harsh urban environments|overallwidth-sidetoside:29|framecolor : carbon|overallproductweight:22|slingcolor : white|slingcolor : carbon|framecolor : white|de
22719	quarza 33 '' l x 22 '' w dual mount kitchen sink	Kitchen Sinks	Home Improvement / Kitchen Remodel & Kitchen Fixtures / Kitchen Sinks & Faucet Components / Kitchen Sinks / Drop-In Kitchen Sinks	draindiameter:3.5|finish : black|overallproductweight:40.7|overallwidth-fronttoback:22|drainplacement : rear|drainplacement : center|basinwidth-fronttoback:14.25|craftsmanshiptype : no craftsmanship|whatsincluded : cut out template|rightbasin-widthfronttoback:14.25|faucetholediameter:1.38|basketstrainerdiameter:3.5|toolsneededforinstallation : measuring tape , plumber 's putty , adjustable wrench , silicone caulk , pipe wrench , pliers|overalllength-sidetoside:33|compatiblefaucetpartnumber : kpf-1603 , kpf-1610 , kpf-1612 , kpf-1650 , kpf-1670 , kpf-1673 , kpf-1674 , kpf-1675 , kpf-1676 , kpf-
28017	6.5 '' decorated christmas tree bubble night light	Night Lights	Lighting / Wall Lights / Night Lights / Traditional Night Lights	bulbtypeincluded : incandescent|voltage:120|bulbbase : e10/mini|switchtype : rocker|style : traditional|overalldepth-fronttoback:2.5|overallheight-toptobottom:6.5|material : plastic|powersource : plug-in|overallwidth-sidetoside:3|theme : |drydamporwetlocationlisted : not listed|producttype : plug-in|color : green|whatisdrydamporwetlocationlisted : this indicates whether the fixture is safe to use in dry locations , damp locations ( moist environments ) , or wet locations ( direct exposure to water ) .|overallproductweight:1|fixturevoltage:1|numberoflights:1|csalistedforcanada : no|etllisted :
31264	lebanon full futon and mattress	Futons	Furniture / Living Room Furniture / Futons & Daybeds / Futons	seatheight-floortoseat:22|dswoodtone : light wood|warrantylength:1 year|backtype : loose back|backfillmaterialdetails : foam and spring|backfillmaterial : foam|sleeperareawidth-sidetoside:75|waterrepellant : no resiliency|sleepersize : full|dswoodtone : espresso wood|overallwidth-sidetoside:81|fillmaterialdetails : coil hinged spring , cotton , high density foam , hand tufted|legmaterialdetails : hardwood|mattressthickness:8|fullyreclineddepth-fronttoback:33|overalldepth-fronttoback:54|upholsterymaterial:100 % polyester|seatingfirmness : medium |overallproductweight:193|seatconstruction : coil
40321	gothic 12 '' x 12 '' x 0.6mm vinyl tile	Vinyl Flooring	Home Improvement / Flooring, Walls & Ceiling / Flooring / Vinyl Flooring / Black Vinyl Flooring	installationdetails : can be installed over plywood , concrete , or vinyl . indoor use only.|compatiblesubfloortypes : plywood|resistancetype : fire resistant|installationgrade : on grade|productcare : wipe down with damp cloth|wearlayerinmils:2.76|edgetype : square|flooringtype : vinyl tile|surfacetype : textured|warrantydetails : limited lifetime warranty|coretype : flexible|piecespercarton:10|finish : black|flooringlength-endtoend:12|flooringwidth-sidetoside:12|theme : ceramic/porcelain tile look|installationlocation : walls|installationlocation : mudroom|subcatproducttype:3 - peel/stick -
10456	backus bee be happy three cute bumble bees with clouds background coffee mug	Mugs & Teacups	Kitchen & Tabletop / Tableware & Drinkware / Drinkware / Mugs & Teacups	primarymaterial : ceramic|cupmugheight-toptobottom:3.75|designmethod : screen printed|holidayoccasion : no holiday|shape : can|cupmugweight:0.76|cupwidth-sidetoside:4.7|capacity:11|producttype : coffee mug|productcare : dishwasher safe|bandfinish : colored|constructionmethod : machine made|color : yellow/violet|insulationtype : not insulated|countryoforigin : united states|doublewall : no|additionalitems : no|microwavesafe : yes|dishwashersafe : yes|band : yes|ptfefree : yes
17787	t3 halogen 500-watt led outdoor security flood light	Security Lighting	Lighting / Outdoor Lighting / Security Lights & Flood Lights / All Security Lights & Flood Lights	fixturewidth-sidetoside:9.25|fixturedepth-fronttoback:4.25|dry , damporwetlocationlisted : wet|fixturematerial : plastic|fixtureheight-toptobottom:7|warrantylength:2 years|productcare : clean with a soft cloth and warm water.|powersource : hardwired|maximumwattageperbulb:500|voltage:120|overallproductweight:2.55|whatisdrydamporwetlocationlisted : this indicates whether the fixture is safe to use in dry locations , damp locations ( moist environments ) , or wet locations ( direct exposure to water ) .|warrantydetails:2 year limited warranty|producttype : flood light|numberoflampheads:1|remoteco
23129	vintage mini widespread bathroom faucet	Bathroom Sink Faucets	Home Improvement / Bathroom Remodel & Bathroom Fixtures / Bathroom Sinks & Faucet Components / Bathroom Sink Faucets / Widespread Bathroom Sink Faucets	numberofhandlesenum:2 |waterpressurepsi:60|resistancetype : tarnish resistant|whatisadeckplate : a deck plate ( or 'escutcheon ' ) covers up the extra faucet holes on the surface of the sink or counter.|numberofinstallationholesenum:3|primarymaterial : brass|finish : polished chrome/polished brass|overallproductweight:5.54|whatisarough-invalve : a rough-in valve regulates the temperature and flow of water.|draintype : pop up|installationtype : widespread faucet|threadtype : ips|spouttype : fixed|faucetcenters:8|spoutreach-fronttoback:3.75|compatiblevalvetype : cartridge|faucethandlestyle : lev
9873	gadbois vanity	Makeup Vanities	Furniture / Bedroom Furniture / Bedroom and Makeup Vanities	levelofassembly : partial assembly|overallwidth-sidetoside:67|overallheight-toptobottom:31|overalldepth-fronttoback:21|numberofdrawers:7|color : bone white|dssecondaryproductstyle : classic glam|clearancefromfloortoundersideoftable:31|countryoforigin-additionaldetails : made in china|overallproductweight:154|warrantylength:1 year|kneespacewidth-sidetoside:20|compatiblemirrorpartnumber : bli2021134|dsprimaryproductstyle : glam|drawerglidemechanism : ball bearing glides|producttype : vanity|topmaterial : manufactured wood|primarymaterial : manufactured wood|suggestednumberofpeopleforassemblyinst
10185	trinsic® bathroom contemporary touch soap dispenser	Kitchen Sink Accessories	Home Improvement / Kitchen Remodel & Kitchen Fixtures / Kitchen Sinks & Faucet Components / Kitchen Sink Accessories	overallwidth-fronttoback:2.25|countryoforigin : united states|spoutheight:4.13|overallproductweight:2.18|overalllength-sidetoside:4.88|producttype : soap dispenser|productwarranty : yes
3407	metal pineapple wall décor	Wall Décor	Décor & Pillows / Wall Décor / Wall Accents / Bronze Wall Accents	dssecondaryproductstyle : tropical|overallwidth-sidetoside:20|subject : food and beverage|individualpiecedepth-fronttoback:1.6|holidayoccasion : no holiday|color : silver/bronze/black|style : coastal|style : rustic|largestdimension:42.5|trending : pineapple|overallheight-toptobottom:42.5|overallproductweight:5.6|dsprimaryproductstyle : coastal|totalnumberofpiecesincluded:1|handmade : no|lighted : no|outdooruse : no|californiaproposition65warningrequired : no|countryoforigin : china|primarymaterial : metal|purposefuldistressingtype : no distressing
40889	22 gallon plastic/resin storage bench	Deck Boxes	Storage & Organization / Garage & Outdoor Storage & Organization / Deck Boxes & Patio Storage / Storage Bench Deck Boxes & Patio Storage	additionaltoolsrequirednotincluded : screw driver|interiorwidth-sidetoside:20.5|countryoforigin : united states|warrantylength:5 years|color : stoney|storagetype : storage bench| : screw driver|color : light taupe|topstyle : flat|interiorheight-toptobottom:17|primarymaterial : resin|overallproductweight:9.8|primarymaterial : plastic|interiordepth-fronttoback:15.5|overallwidth-sidetoside:22|storagecapacity:22|overalldepth-fronttoback:17|countryoforigin-additionaldetails : made in usa|topweightcapacity:150|estimatedtimetosetup:20|levelofassembly : full assembly needed|overallheight-toptobottom:2
7263	park lane pot planter	Planters	Outdoor / Garden / Planters / Ceramic Planters	producttype : pot planter|overallproductweight:13|overallheight-toptobottom:10.5|shape : novelty|interiorwidth-sidetoside:19.5|style : modern & contemporary|warrantylength:90 days|interiorheight-toptobottom:10|levelofassembly : none|overalldepth-fronttoback:13.5|interiordepth-fronttoback:13|supplierintendedandapproveduse : non residential use|location : indoor / outdoor use|qualityscore:0.77|overallwidth-sidetoside:20|material : ceramic|numberofplantersincluded:1|coverincluded : no|canadaproductrestriction : no|adjustablehanginglength : no|selfwatering : no|weatherresistant : no|frostresistant
4072	berghoff international leo 3 piece tool set	Slicers, Peelers And Graters	Kitchen & Tabletop / Kitchen Utensils & Tools / Fruit & Vegetable Tools / Peelers	numberofpiecesincluded:3|whatsincluded:1 ginger grater , 1 peeler , 1 zester|primarymaterial : plastic|bladecuttingmaterial : stainless steel| : hand wash recommended|foodcompatibility : vegetable|productcare : hand wash only|color : blue|producttype : zester|overallproductweight:1.5|warrantylength : lifetime|foodcompatibility : pumpkin , cucumber and zucchini|manualorelectric : manual|foodcompatibility : citrus fruits|foodcompatibility : apples|overallheight-toptobottom:11|foodcompatibility : garlic|foodcompatibility : fruit|producttype : peeler|foodcompatibility : tropical and exotic fruits|
30401	nautical reclining chaise lounge	Patio Chaise Lounges	Outdoor / Outdoor & Patio Furniture / Outdoor Seating & Patio Chairs / Outdoor Chaise & Lounge Chairs / Folding Outdoor Chaise & Lounge Chairs	style : modern & contemporary|countryoforigin-additionaldetails : made in usa|fullyreclinedlength-headtotoe:98|overallheight-toptobottom:39|outerframematerialdetails : high-density polyethylene|seatheight-floortoseat:12|overalllength-headtotoe:78.5|color : |productcare : clean with soap and water|numberofrecliningpositions:4|warrantylength:20 years|countryoforigin : united states|:90|weightcapacity:400|framedurability : year round use|framedurability : water resistant|supplierintendedandapproveduse : non residential use|warrantydetails:20-year residential warranty ; 3-year commercial warranty|
17291	abstract tufted wool black/ivory/gray area rug	Area Rugs	Rugs / Area Rugs / 5' x 8' Area Rugs	style : modern & contemporary|countryoforigin : india|construction : handmade|overalllength-endtoend:120|overalllength-endtoend:144|material : wool|overallwidth-sidetoside:108|primarycolor : black/ivory/gray|technique : tufted|productcare : vacuum with no beater bar/rotating brush|lifestage : adult|overalllength-endtoend:108|overallproductweight:94|pileheight:0.75|holidayoccasion : no holiday|rugshape : rectangle|location : indoor use only|backingmaterialdetails : cotton|overallwidth-sidetoside:96|overallwidth-sidetoside:72|colorcombination : multicolor|pattern : abstract|gender : boy|cpsc-16c
16043	bay shore 18 '' wall clock	Wall Clocks	Décor & Pillows / Clocks / Wall Clocks / Maritime & Weather Station Wall Clocks	operatingmechanism : quartz movement/crystal|overallheight-toptobottom:18| : contract-grade|overallproductweight:4.5|dssecondaryproductstyle : american traditional|producttype : maritime and weather station|timeformat : standard|style : modern & contemporary|dsprimaryproductstyle : traditional|holidayoccasion : no holiday| : restaurant|shape : round|color : brown|clockfacediameter:18|lifestage : adult|overallwidth-sidetoside:18|overalldepth-fronttoback:2.25|clockfacematerial : glass|batterytype : aa| : professional office|theme : no theme|timedisplay : analog : numerical| : hospitality|supplie
36399	itchington 7 - piece butterfly leaf dining set	Dining Table Sets	Furniture / Kitchen & Dining Furniture / Dining Tables & Seating / Kitchen & Dining Room Sets / 7 Piece Kitchen & Dining Room Sets	topwoodspecies : rubberwood|chairheight-toptobottom:39.8|chairwidth-sidetoside:19.5|overallextendedtablewidth-sidetoside:41.87|countryoforigin : malaysia|numberofchairsincluded:6|chairbackstyle : slat back|seatingcolor : antique white/cherry|tablebasematerial : wood|naturalvariationtype : natural wood grain color variation|leafwidth-sidetoside:41.87|seatingcapacitywhenfullycollapsed:6|seatingcapacitywhenfullyextended:8|maximumexpandedextendedtablelength-endtoend:78.5|leaflength-endtoend:18.13|warrantylength:90 days|fullyexpandedextendedtablelength-endtoend:60.37|seatingmaterial : solid wood|ta
11998	ambesonne leaf 2 panel curtain set , watercolor style pattern with dollar eucalyptus leaves and branches , lightweight window treatment living room bedroom decor , 56 '' x 63 '' , green pale brown white room darkening rod pocket curtain panels	Curtains & Drapes	Décor & Pillows / Window Treatments / Curtains & Drapes / 63 Inch and Less Curtains & Drapes	color : green|theme : no theme|panellength-toptobottom:95|countryoforigin : turkey|singlepanelweight:0.42|location : indoor|piecesincluded:2 curtain panels|cleaningmethod : tumble dry|panellength-toptobottom:84|style : cottage / country|material : polyester|materialdetails:100 % brushed soft microfiber|lightfiltration : room darkening|panellength-toptobottom:63|singlepanelweight:0.31|headertype : rod pocket|singlepanelwidth-sidetoside:28|cleaningmethod : machine washable|lifestage : adult|singlepanelweight:0.49|includedaccessories : no extra accessories|producttype : sliding panel|holidayoccas
30108	23.25 '' w leather lounge chair with metal frame	Reception Seating Chairs	Shop Product Type / Chairs / Guest & Reception Chairs / Leather Guest & Reception Chairs	backheight-seattotopofback:19|overallheight-toptobottom:36|seatdepth-fronttoback:19.5|backwidth-sidetoside:19.5|seatwidth-sidetoside:19.5|overallwidth-sidetoside:23.25|backmaterial : leather|overallproductweight:24.88|color : black|supplierintendedandapproveduse : non residential use|seatheight-floortoseat:19|armheight-floortoarm:25.75|style : modern & contemporary|seatmaterial : leather|overalldepth-fronttoback:26|producttype : lounge chair|weightcapacity:250|table : no|soffacompliant : no|ansibifmax61educationalseating : no|generalcertificateofconformitygcc : no|bhftiupholsteredfurnitureflam
39211	wayfair basics end cap single curtain rod	Curtain Hardware & Accessories	Décor & Pillows / Window Treatments / Curtain Hardware & Accessories / Bracket Curtain Hardware & Accessories	overallwidth-sidetoside:72|hardwarefinish-new : nickel|accomodatesroddiameter:0.875|materialdetails : steel|hardwarefinish-new : black|hardwarefinish-new : gold|roddiameter:0.875|mountinglocation : inside window frame|overallwidth-sidetoside:36|overalldepth-fronttoback:4.625|metaltype : stainless steel|minimumrodbarwidth-sidetoside:18|dsprimaryproductstyle : traditional|finish : light gold|finialheight:1.25|dssecondaryproductstyle : transitional traditional|producttype : finial|maximumrodbarwidth-sidetoside:36|supplierintendedandapproveduse : non residential use|piecesincluded : single curtain
26088	ashley papasan chair	Teen Lounge Furniture|Accent Chairs	Baby & Kids / Teen Bedroom Furniture / Teen Lounge Furniture	legcolor : black|overallwidth-sidetoside:28|lsbinvestmentskus : allmodern|estimatedtimetosetup:30|design : papasan chair|seatheight-floortoseat:16|backtype : tight back|style : traditional|legmaterialdetails : steel|additionaltoolsrequirednotincluded : screw driver|basestyle : basic four leg|productcare : wipe clean with a dry cloth|seatdepth-fronttoback:16|lifestage : teen|overallheight-toptobottom:32|legheight-toptobottom:16|gender : neutral|minimumdoorwidth-sidetoside:32|pattern : solid color|overallproductweight:33|backheight-seattotopofback:18|armheight-floortoarm:18|style : coastal|frame
13257	erf , inc. square 35 '' l x 35 '' w table	Restaurant Tables|Dining Tables	Foodservice / Foodservice Tables / Restaurant Tables	piecesincluded : |tablebaseheight-toptobottom:30.00|basecolor : walnut/gun metal|durability : fade resistant|basestyle : t-shape base|overalldepth-fronttoback:35|dswoodtone : gray wood|minimumbaseheight-toptobottom:30|overallproductweight:82|style : modern rustic|warrantylength:1 year|basetype : pedestal|basecolor : walnut/black|tabletopshape : square|edgetype : bevel|seatingcapacity:4|tabletopmaterial : solid wood|producttype : dining table|tabletopfinish : walnut|tabletopthickness:1.00|overalltoplength-endtoend:35|attachmenttype : |totalnumberofpiecesincluded:1|numberofbases:1|chairsincluded
11555	straight 5 1/16 '' center to center bar pull	Cabinet and Drawer Pulls	Home Improvement / Hardware / Cabinet Hardware / Cabinet & Drawer Pulls / Brown Cabinet & Drawer Pulls	screwtypesize:8-32 x 1 '' |supplierintendedandapproveduse : non residential use|warrantylength : lifetime|primarymaterialdetails : zinc die cast|overalllength:5.9764|overallwidth:0.7087|warrantydetails : limited lifetime warranty|mountingtype : single/standard mount|centertocenter:5.0625|toolsneededforinstallation : drill or screwdriver|screwtypesizeincluded:8-32 x 1in|materialdetails : zinc die cast|overallproductweight:0.185|pulltype : bar pull|lsbinvestmentskus : birchlane|style : modern & contemporary|numberofpulls:1|overallprojection:2|numberofinstallationholes:2|commercialwarranty : no|i
34397	locher 7 drawer accent chest	Accent Chests / Cabinets	Furniture / Living Room Furniture / Cabinets & Chests / Brown Cabinets & Chests	topcolor : light brown|overallproductweight:22|design : standard|drawerhandledesign : drawer pulls|dsprimaryproductstyle : industrial|style : traditional|topmaterialdetails : fir wood|drawerhandledesign : cutouts|numberofdrawers:7|producttype : accent chest|astmf3096-14compliant : |overallwidth-sidetoside:23.2|dssecondaryproductstyle : contemporary industrial|mainwoodjoinerymethod : basic butt|basematerial : iron|astmf2057-19 : |numberofcabinets:0|shape : rectangular|drawerhandledesign : drop handles|topmaterial : solid wood|supplierintendedandapproveduse : non residential use|topwoodspecies :
3899	ayesha curry barware etched diamond 20 oz . copper mug		Kitchen & Tabletop / Tableware & Drinkware / Drinkware / All Drinkware	color : copper|glassshape-stemless : convex curve|productcare : hand wash recommended|settype : glassware set|function : casual|rimcolor : no rim color|insulationtype : not insulated|glasswarecapacity:20|countryoforigin : thailand|holidayoccasion : no holiday|diameter:3.75|designmethod : laser etched|texture : none/smooth|overallheight-toptobottom:5.25|primarymaterial : copper|constructionmethod : machine made |overallproductweight:0.9|capacity:20|producttype : moscow mule mug|pattern : no pattern and not solid color|patterntheme : none|setsize:2| : no|dishwashersafe : no|stackable : no|winegl
6715	parryville rocking chair	Patio Rockers & Gliders	Outdoor / Outdoor & Patio Furniture / Outdoor Seating & Patio Chairs / Patio Seating / Patio Rocking Chairs & Gliders	framedurability : weather resistant|countryoforigin-additionaldetails : made in usa|weightcapacity:300|framecolor : white/blue|framedurability : mildew resistant|seatdepth-fronttoback:19|warrantylength:20 years|overallproductweight:46|productcare : wash with mild soap and water|:95|framedurability : rust resistant|framedurability : water resistant|estimatedtimetosetup:30|framedurability : uv resistant|motiontype : rocking|overallheight-toptobottom:43|outerframematerial : plastic|overalldepth-fronttoback:35|producttype : chair|piecesincluded:1 rocking chair and 1 side table|seatwidth-sidetoside
7429	stretchy washable textured grid individual box cushion cover	Furniture Cushions	Browse By Brand / Wade Logan® / Wade Logan® Patio Furniture	cushioncovermaterial : polyester/polyester blend|overalldepth-fronttoback:0|durability : stain resistant|holidayoccasion : no holiday|producttype : cushion cover|overallproductweight:0.91|pattern : solid color|overallthickness:9|overalldepth-fronttoback:27.5|overalldepth-fronttoback:30.12|backcushion : no|uniformpackagingandlabelingregulationsuplrcompliant : no| : no|commercialwarranty : no|canadaproductrestriction : no|seatcushion : no|caltb117-2013compliant : no|productwarranty : no|removablecushioncover : yes|countryoforigin : china|supplierintendedandapproveduse : residential use
13199	kids vinyl padded folding chair	Kids Chairs|Folding Chairs	School Furniture and Supplies / School Furniture / School Chairs & Seating / Folding Chairs / Vinyl Folding Chairs	: public spaces|seatdepth-fronttoback:9.5|seatmaterial : vinyl|warrantylength:5 years|overallheight-toptobottom:21|seatbackwidth-sidetoside:12|seatheight-floortoseat:12.5|overallproductweight:55|supplierintendedandapproveduse : non residential use|seatbackheight-toptobottom:9.75|overallwidth-sidetoside:13.25|numberofchairsincluded:11|overalldepth-fronttoback:11.5|productcare : clean product with a dry cloth|countryoforigin-additionaldetails : made in usa of imported materials|weightcapacity:264|warrantydetails:5 year warranty on non-moving metal parts ; 2 year warranty on other parts|chairtype
9708	certified international gilded rooster 3d salt and pepper shaker set		Kitchen & Tabletop / Tableware & Drinkware / Serveware / Salt & Pepper Shakers & Mills	trend : farmhouse|producttype : salt and pepper shaker set|primarymaterial : ceramic|productweight:1.5|holidayoccasion : no holiday|trend : novelty|operationtype : manual|color : gray/blue|overallheight-toptobottom:4.5|productcare : hand wash only|totalnumberofpieces:2|uniformpackagingandlabelingregulationsuplrcompliant : no| : no|arsenic-free : yes|countryoforigin : china
11575	bemis 3-tiered 15 '' bed skirt	Bed Skirts	Bed & Bath / Bedding Essentials / Bed Skirts	dryingmethod : tumble dry|material : polyester|overalllength-headtotoe:84|producttype : bed skirt|overallproductweight : .6|color : white|pattern : solid color|overalllength-headtotoe:75|threadcount:200|droplength-toptobottom:14|bedskirttype : tailored|materialdetails:100 % microfiber polyester|overallwidth-sidetoside:78|cleaningmethod : machine wash|overallproductweight:0.91|overalllength-headtotoe:80|overallwidth-sidetoside:72|gender : neutral|overallwidth-sidetoside:39|reversible : no|licensedproduct : no|wrinkleresistant : no|commercialorresidentialcertifications : no|commercialwarranty :
36673	happy hour tropical garden gnome statue	Garden Statues	Outdoor / Outdoor Décor / Statues & Sculptures / Gnome Statues & Sculptures	style : coastal|overallheight-toptobottom:9|overallwidth-sidetoside:5|warrantylength:60 days|overalldepth-fronttoback:4|weatherresistantdetails : we recommend coating the statue with a clear acrylic paint . bring statues in during freezing temperatures.|material : resin/plastic|holidayoccasion : no holiday|theme : gnome|color : moss/red/blue|numberofstatuesincluded:1|overallproductweight:2|adultassemblyrequired : no|lighted : no|californiaproposition65warningrequired : no| : no|animaltheme : no|powered : no|hollow : yes|weatherresistant : yes|handmade : yes|uvresistant : yes|productwarranty :
41982	ultra laundry basket	Hampers & Baskets	Storage & Organization / Bathroom Storage & Organization / Hampers & Laundry Baskets / Laundry Sets Hampers & Laundry Baskets	overallwidth-sidetoside:18.63|countryoforigin-additionaldetails : made in usa|primarymaterial : plastic|levelofassembly : none|overallproductweight:2.58|weightcapacitylbs:50|piecesincluded:6 laundry baskets|overalldepth-fronttoback:27.38|countryoforigin : united states|color : white/gray|producttype : laundry set|overallheight-toptobottom:12.38|dsprimaryproductstyle : style agnostic|style : modern & contemporary|supplierintendedandapproveduse : non residential use|removablelinerorbagincluded : no|usdaorganicnopcertified : no|wheelsorcastersincluded : no|round : no|wastebasketincluded : no|lidi
2327	flip flop 7 pair hanging shoe organizer	Shoe Storage	Storage & Organization / Shoe Storage / All Shoe Storage / Over the Door Shoe Storage	overallheight-toptobottom:40|style : traditional|levelofassembly : none|overalldepth-fronttoback:0.75|overallwidth-sidetoside:4|producttype : hanging shoe organizer|primarymaterial : fabric|overallproductweight:0.75|finish : black|pairsofshoescapacity:7|mounttype : hanging|countryoforigin : united states|shelvesincluded : no|certifications : no|shelves : no|drawersincluded : no|doorsincluded : no|dropfrontshoebox : no|installationrequired : no|adultassemblyrequired : no|binsincluded : no|drawers : no|wallmountincluded : no|compositewoodproductcwp : no|commercialorresidentialcertifications : no
8067	natural marble 14.5in . h free standing toilet brush and holder	Toilet Brushes & Plungers	Bed & Bath / Bathroom Accessories & Organization / Toilet Brushes	material : marble|piecesincluded : toilet brush|mounttype : free standing|overallwidth-sidetoside:4.3|countryoforigin : taiwan|overalldepth-fronttoback:4.3|overallproductweight:3.5|overallheight-toptobottom:14.5|finish : white|piecesincluded : toilet brush holder|producttype : toilet brush and holder|californiaproposition65warningrequired : no|material : metal
22522	mendivil 2 piece metal accent shelf	Wall Mounted Shelves	Storage & Organization / Wall Shelving & Organization / Wall and Display Shelves	features : set|wallmountingtype : hanger|overallheight-toptobottom:10|dsmetallic : gold|overallweightcapacity:20|countryoforigin-additionaldetails : made in india|producttype : accent shelf|dsprimaryproductstyle : glam|producttype : floating shelf|shape : rectangle|hardwarefinish : gold|shelfdepth-fronttoback:6.5|overallproductweight:8.69|numberofinstallationholes:4|piecesincluded:2 shelves|materialdetails : iron|estimatedtimetoinstallmins:15|overallheight-toptobottom:8|finish : gold|internalonly-roomuse : living|shelfwidth-sidetoside:21|dssecondaryproductstyle : contemporary glam|shelfwidth-s
38760	double face shelf standard bookcase	Bookcases	Furniture / Living Room Furniture / Bookcases / 3 Shelf Bookcases	overallproductweight:149|shelfmaterial : wood|shelfdepth-fronttoback:8|overallproductweight:137|framematerial : wood|shelfwidth-sidetoside:35.125|backpanel : closed|producttype : standard|shelfweightcapacity:100|orientation : vertical|framematerialdetails : oak or birch|numberofshelftiers:3|overallproductweight:127|overallproductweight:119|overallproductweight:170|countryoforigin-additionaldetails : made in usa|woodspecies : birch|overallproductweight:160|style : traditional|supplierintendedandapproveduse : non residential use|countryoforigin : united states|adultassemblyrequired : no|drawers
